,year,mileage,max_power,km_distances,binned_engine,co_cc,_num_sales,Diesel,petrol,firstowner,secondowner,others,_company,_seats_in_year
1775,2018,20.51,67.0,-0.7193095611781491,4,37420.0,221,0.0,1.0,0.0,1.0,0.0,20,206
1776,2017,28.4,74.02,-0.3443485676437629,3,37420.0,238,1.0,0.0,1.0,0.0,0.0,20,212
1777,2013,18.6,85.8,0.23834764238879833,3,37420.0,155,0.0,1.0,1.0,0.0,0.0,20,129
1778,2004,16.1,37.0,0.46034703726059517,4,37420.0,23,0.0,1.0,0.0,0.0,1.0,20,11
1779,2019,21.21,81.8,-2.266830475225616,3,37420.0,109,0.0,1.0,1.0,0.0,0.0,20,102
1780,2019,22.37,214.56,-1.7874765089273537,1,0.0,28,0.0,1.0,1.0,0.0,0.0,17,28
1781,2011,13.4,135.1,-0.5446972549447144,1,839.0,1,0.0,1.0,1.0,0.0,0.0,25,1
1782,2011,20.0,68.0,1.0058973852967432,3,3487.0,43,1.0,0.0,0.0,1.0,0.0,9,38
1783,2014,21.1,55.2,0.064659960918983,4,16333.0,102,0.0,1.0,1.0,0.0,0.0,11,100
1784,2012,18.861247771836005,88.65614564831262,1.056852028091917,3,8074.0,78,1.0,0.0,0.0,1.0,0.0,27,10
1785,2017,28.4,74.02,-0.3443485676437629,3,37420.0,238,1.0,0.0,1.0,0.0,0.0,20,212
1786,2015,22.77,98.59,0.47115239192022995,3,3487.0,39,1.0,0.0,1.0,0.0,0.0,9,38
1787,2003,18.861247771836005,88.65614564831262,0.24645325493053988,3,8074.0,2,1.0,0.0,1.0,0.0,0.0,27,2
1788,2019,22.37,214.56,-1.7874765089273537,1,0.0,28,0.0,1.0,1.0,0.0,0.0,17,28
1789,2012,16.1,37.0,0.2830395065778076,4,37420.0,126,0.0,1.0,1.0,0.0,0.0,20,7
1790,2016,22.15,108.6,-0.05897888495050184,3,934.0,15,1.0,0.0,1.0,0.0,0.0,29,15
1791,2010,19.7,46.3,0.48580674706115007,4,37420.0,99,0.0,1.0,1.0,0.0,0.0,20,85
1792,2018,22.0,126.2,-0.9589839968572472,2,16333.0,103,1.0,0.0,1.0,0.0,0.0,11,103
1793,2009,19.81,68.05,0.6827902961409574,3,16333.0,35,0.0,1.0,1.0,0.0,0.0,11,34
1794,2009,21.577849519743864,70.51968034096963,0.5030192753451622,3,37420.0,77,0.0,1.0,1.0,0.0,0.0,20,11
1795,2017,17.19,81.86,-0.6060935388716245,3,16333.0,158,0.0,1.0,1.0,0.0,0.0,11,158
1796,2016,16.0,140.0,0.4369465453776981,1,18988.0,71,1.0,0.0,1.0,0.0,0.0,19,46
1797,2016,23.59,67.05,0.3146289266670291,3,5222.0,50,1.0,0.0,0.0,1.0,0.0,28,26
1798,2011,16.95,78.9,0.7881260380707589,3,16333.0,76,0.0,1.0,0.0,0.0,1.0,11,74
1799,2016,16.2,74.0,0.16723973283313576,3,934.0,15,0.0,1.0,0.0,1.0,0.0,29,15
1800,2017,16.0,140.0,0.09031515676448819,1,18988.0,59,1.0,0.0,1.0,0.0,0.0,19,41
1801,2018,22.0,126.2,-0.9589839968572472,2,16333.0,103,1.0,0.0,1.0,0.0,0.0,11,103
1802,2018,22.0,81.8,-0.813361244178655,3,37420.0,221,0.0,1.0,1.0,0.0,0.0,20,206
1803,2017,18.49,100.0,0.09031515676448819,3,18988.0,59,1.0,0.0,1.0,0.0,0.0,19,41
1804,2019,15.1,152.87,-1.4353645757429951,1,18988.0,36,1.0,0.0,1.0,0.0,0.0,19,18
1805,2009,15.0,104.68,0.7668103868266797,2,37420.0,77,0.0,1.0,0.0,1.0,0.0,20,65
1806,2018,18.7,88.7,-1.166571743815755,3,3837.0,26,0.0,1.0,1.0,0.0,0.0,10,26
1807,2015,24.5,98.6,0.8511606751343692,3,3837.0,42,1.0,0.0,0.0,1.0,0.0,10,5
1808,2009,20.36,78.9,0.6827902961409574,3,16333.0,35,0.0,1.0,1.0,0.0,0.0,11,34
1809,2015,21.14,103.52,0.8497071789354909,3,684.0,2,1.0,0.0,0.0,1.0,0.0,26,2
1810,2011,19.892540192926045,91.02511254019294,0.3638347766399108,3,3487.0,43,0.0,1.0,1.0,0.0,0.0,9,5
1811,2019,16.5,70.0,-1.4353645757429951,3,18988.0,36,1.0,0.0,1.0,0.0,0.0,19,18
1812,2001,19.88817244611059,87.28475164011248,0.3145844463134502,3,16333.0,4,0.0,1.0,0.0,1.0,0.0,11,4
1813,2015,23.1,67.04,-0.01370441691484094,4,37420.0,173,0.0,1.0,0.0,1.0,0.0,20,149
1814,2017,22.54,88.73,-0.6060935388716245,3,16333.0,158,1.0,0.0,1.0,0.0,0.0,11,158
1815,2016,24.3,88.5,-0.048786000313672626,3,37420.0,190,1.0,0.0,1.0,0.0,0.0,20,164
1816,2016,18.9,82.0,-0.19109732370406982,3,16333.0,114,0.0,1.0,1.0,0.0,0.0,11,114
1817,2018,23.0,98.96,-1.0151134136418565,3,3487.0,46,1.0,0.0,1.0,0.0,0.0,9,42
1818,2008,11.57,138.1,1.0509451990778158,1,8074.0,23,1.0,0.0,0.0,1.0,0.0,27,4
1819,2017,19.49,67.04,-0.5494237652572813,3,200.0,5,0.0,1.0,1.0,0.0,0.0,23,5
1820,2018,21.38,88.7,-0.9589839968572472,3,16333.0,103,1.0,0.0,1.0,0.0,0.0,11,103
1821,2017,21.4,83.1,-0.3443485676437629,3,37420.0,238,0.0,1.0,1.0,0.0,0.0,20,212
1822,2015,21.1,55.2,0.11076504712195363,4,16333.0,118,0.0,1.0,1.0,0.0,0.0,11,118
1823,2012,13.93,138.1,0.5459399771799548,1,8074.0,78,1.0,0.0,1.0,0.0,0.0,27,12
1824,2017,20.4,81.8,-0.3443485676437629,3,37420.0,238,0.0,1.0,1.0,0.0,0.0,20,212
1825,2017,25.83,99.0,-0.1413106776512537,3,3487.0,34,1.0,0.0,1.0,0.0,0.0,9,32
1826,2017,13.6,177.0,-1.1933887639383658,1,204.0,49,1.0,0.0,1.0,0.0,0.0,13,49
1827,2015,15.4,75.0,0.5743603403378089,1,18988.0,72,1.0,0.0,0.0,1.0,0.0,19,7
1828,2015,20.45,83.8,0.5853192247700773,3,839.0,19,1.0,0.0,1.0,0.0,0.0,25,14
1829,2019,18.0,190.0,-1.7968702968253176,1,309.0,26,1.0,0.0,1.0,0.0,0.0,30,26
1830,2018,22.0,81.8,-0.813361244178655,3,37420.0,221,0.0,1.0,1.0,0.0,0.0,20,206
1831,2009,17.8,67.0,1.0347019675262377,3,3487.0,10,1.0,0.0,0.0,1.0,0.0,9,7
1832,2006,13.1,149.5,1.312771050833254,2,684.0,2,0.0,1.0,0.0,0.0,1.0,26,2
1833,2016,16.0,140.0,0.30894039200283174,1,18988.0,71,1.0,0.0,0.0,1.0,0.0,19,46
1834,2014,20.45,83.8,0.8576853529540786,3,839.0,11,1.0,0.0,1.0,0.0,0.0,25,11
1835,2017,22.95,74.0,-0.12716183398370204,3,8074.0,66,1.0,0.0,1.0,0.0,0.0,27,46
1836,2007,10.1,152.0,0.7422572034653329,1,3837.0,3,0.0,1.0,0.0,1.0,0.0,10,3
1837,2015,19.67,126.2,0.11076504712195363,2,16333.0,118,1.0,0.0,1.0,0.0,0.0,11,118
1838,2016,17.45,100.0,0.4369465453776981,3,18988.0,71,1.0,0.0,1.0,0.0,0.0,19,46
1839,2018,22.48,187.74,-1.7140252242045981,1,956.0,10,1.0,0.0,1.0,0.0,0.0,3,8
1840,2012,16.47,73.9,0.7760824924626483,3,934.0,22,0.0,1.0,0.0,1.0,0.0,29,22
1841,2014,21.9,88.76,0.064659960918983,3,16333.0,102,1.0,0.0,1.0,0.0,0.0,11,100
1842,2005,19.883701657458563,101.47220994475137,0.8787707810799991,3,3837.0,6,0.0,1.0,0.0,1.0,0.0,10,1
1843,2016,25.2,74.0,-0.048786000313672626,3,37420.0,190,1.0,0.0,1.0,0.0,0.0,20,164
1844,2010,19.0,67.1,0.48580674706115007,4,37420.0,99,0.0,1.0,1.0,0.0,0.0,20,85
1845,2019,17.8,86.7,-3.0792656731847656,3,3837.0,43,0.0,1.0,1.0,0.0,0.0,10,42
1846,2018,28.4,74.02,-0.813361244178655,3,37420.0,221,1.0,0.0,1.0,0.0,0.0,20,206
1847,2016,18.6,81.83,-0.19109732370406982,3,16333.0,114,0.0,1.0,1.0,0.0,0.0,11,114
1848,2012,12.8,102.0,1.177843414950957,1,5222.0,45,1.0,0.0,1.0,0.0,0.0,28,11
1849,2014,22.74,47.3,0.03794032195548667,4,37420.0,135,0.0,1.0,1.0,0.0,0.0,20,120
1850,2018,28.4,74.02,-0.813361244178655,3,37420.0,221,1.0,0.0,1.0,0.0,0.0,20,206
1851,2007,17.8,63.0,2.407548370982889,3,16333.0,17,0.0,1.0,0.0,1.0,0.0,11,16
1852,2019,15.96,62.1,-1.4353645757429951,1,18988.0,36,1.0,0.0,1.0,0.0,0.0,19,18
1853,2011,16.07,181.0,-0.22024339821334793,1,956.0,5,1.0,0.0,1.0,0.0,0.0,3,5
1854,2020,21.66,108.62,-0.7668956852831368,3,934.0,2,1.0,0.0,1.0,0.0,0.0,29,2
1855,2017,20.51,67.04,-0.3443485676437629,4,37420.0,238,0.0,1.0,1.0,0.0,0.0,20,212
1856,2010,12.8,102.0,1.925192966164461,1,5222.0,22,1.0,0.0,1.0,0.0,0.0,28,13
1857,2011,21.9,90.0,0.6438107129252174,3,16333.0,76,1.0,0.0,0.0,1.0,0.0,11,74
1858,2016,24.52,88.5,-0.047304311768074585,3,37420.0,190,1.0,0.0,0.0,1.0,0.0,20,19
1859,2016,18.6,76.8,0.32553897028057793,3,1409.0,22,0.0,1.0,1.0,0.0,0.0,4,10
1860,2018,14.1,147.94,-0.821646490966374,1,8074.0,58,1.0,0.0,1.0,0.0,0.0,27,50
1861,2008,17.8,68.0,1.7377622539877993,3,3487.0,7,1.0,0.0,1.0,0.0,0.0,9,7
1862,2019,23.84,83.83,-1.6898169379344035,3,8074.0,21,0.0,1.0,1.0,0.0,0.0,27,18
1863,2014,20.36,78.9,0.064659960918983,3,16333.0,102,0.0,1.0,1.0,0.0,0.0,11,100
1864,2017,28.4,74.0,-0.3443485676437629,3,37420.0,238,1.0,0.0,1.0,0.0,0.0,20,212
1865,2005,21.577849519743864,70.51968034096963,0.7088444678073881,3,37420.0,33,0.0,1.0,0.0,1.0,0.0,20,6
1866,2011,13.6,63.0,1.0368901402909056,1,18988.0,57,1.0,0.0,1.0,0.0,0.0,19,23
1867,2008,17.5,70.0,0.8255346955087521,3,8074.0,23,1.0,0.0,0.0,0.0,1.0,27,16
1868,2017,15.73,174.33,-1.1023453130138212,1,189.0,4,1.0,0.0,1.0,0.0,0.0,2,4
1869,2017,24.3,88.5,-0.3443485676437629,3,37420.0,238,1.0,0.0,1.0,0.0,0.0,20,212
1870,2018,19.1,85.8,-0.813361244178655,3,37420.0,221,0.0,1.0,1.0,0.0,0.0,20,206
1871,2018,20.63,67.0,-4.038201852394856,3,160.0,12,0.0,1.0,0.0,1.0,0.0,6,10
1872,2013,22.7,126.24,0.23446592924843754,2,16333.0,84,1.0,0.0,1.0,0.0,0.0,11,84
1873,2016,25.17,53.3,-0.10860072260751755,4,839.0,36,0.0,1.0,0.0,1.0,0.0,25,36
1874,2019,16.78,190.0,-3.2638893210387905,1,956.0,54,1.0,0.0,1.0,0.0,0.0,3,54
1875,2017,23.4,74.0,-0.3443485676437629,3,37420.0,238,1.0,0.0,1.0,0.0,0.0,20,212
1876,2012,20.77,88.76,0.7283538070884685,3,37420.0,126,1.0,0.0,0.0,1.0,0.0,20,9
1877,2013,15.3,65.3,0.8027619248557887,3,8074.0,47,0.0,1.0,0.0,1.0,0.0,27,36
1878,2006,21.577849519743864,70.51968034096963,0.15267860253243118,3,37420.0,40,1.0,0.0,1.0,0.0,0.0,20,8
1879,2010,14.8,80.0,0.536006860475682,1,1409.0,23,1.0,0.0,1.0,0.0,0.0,4,1
1880,2016,15.96,62.1,0.30894039200283174,1,18988.0,71,1.0,0.0,0.0,1.0,0.0,19,46
1881,2019,28.4,74.0,-2.051334953189043,3,37420.0,109,1.0,0.0,0.0,1.0,0.0,20,102
1882,2015,26.21,88.5,0.046393956925015245,3,37420.0,173,1.0,0.0,1.0,0.0,0.0,20,149
1883,2010,18.9,67.1,0.8243571911311792,4,37420.0,99,0.0,1.0,0.0,1.0,0.0,20,85
1884,2008,13.5,52.0,0.4632488345401517,1,34.0,2,1.0,0.0,0.0,0.0,1.0,0,2
1885,2015,23.1,67.04,0.046393956925015245,4,37420.0,173,0.0,1.0,1.0,0.0,0.0,20,149
1886,2015,19.12,91.1,0.046393956925015245,3,37420.0,173,0.0,1.0,1.0,0.0,0.0,20,149
1887,2012,20.92,67.1,0.2830395065778076,4,37420.0,126,0.0,1.0,1.0,0.0,0.0,20,109
1888,2012,20.0,68.05,0.5359648156745139,3,3487.0,31,1.0,0.0,0.0,1.0,0.0,9,29
1889,2014,20.14,88.8,0.5061646850710803,3,934.0,11,1.0,0.0,0.0,1.0,0.0,29,11
1890,2017,14.74,181.04,-1.156468829678882,1,321.0,10,0.0,1.0,1.0,0.0,0.0,21,10
1891,2019,19.5,88.76,-3.0792656731847656,3,3837.0,43,0.0,1.0,1.0,0.0,0.0,10,42
1892,2010,20.92,67.1,0.48580674706115007,4,37420.0,99,0.0,1.0,1.0,0.0,0.0,20,85
1893,2018,25.1,88.5,-0.813361244178655,3,37420.0,221,1.0,0.0,1.0,0.0,0.0,20,206
1894,2014,16.55,147.51,-0.5073725043335674,1,189.0,7,1.0,0.0,0.0,1.0,0.0,2,6
1895,2013,12.99,100.6,0.8622207221386328,1,5222.0,47,1.0,0.0,0.0,1.0,0.0,28,31
1896,2019,28.4,74.02,-2.266830475225616,3,37420.0,109,1.0,0.0,1.0,0.0,0.0,20,102
1897,2007,16.1,37.0,0.3514833285244843,4,37420.0,52,0.0,1.0,1.0,0.0,0.0,20,10
1898,2013,25.0,69.0,0.7986829961432079,3,8074.0,47,1.0,0.0,1.0,0.0,0.0,27,36
1899,2019,16.78,190.0,-3.2638893210387905,1,956.0,54,1.0,0.0,1.0,0.0,0.0,3,54
1900,2018,23.0,98.96,-1.0151134136418565,3,3487.0,46,1.0,0.0,1.0,0.0,0.0,9,42
1901,2011,20.0,68.0,0.7007140803694086,3,3487.0,43,1.0,0.0,0.0,0.0,1.0,9,38
1902,2008,21.577849519743864,70.51968034096963,-0.1711426841971255,3,37420.0,50,0.0,1.0,1.0,0.0,0.0,20,11
1903,2015,20.51,67.04,0.046393956925015245,4,37420.0,173,0.0,1.0,1.0,0.0,0.0,20,149
1904,2017,25.0,69.01,-0.12716183398370204,3,8074.0,66,1.0,0.0,1.0,0.0,0.0,27,46
1905,2018,25.1,88.5,-0.813361244178655,3,37420.0,221,1.0,0.0,1.0,0.0,0.0,20,206
1906,2018,16.0,140.0,-0.5796426694658621,1,18988.0,47,1.0,0.0,1.0,0.0,0.0,19,24
1907,2010,22.07,73.9,0.7135209639886761,3,934.0,10,1.0,0.0,0.0,0.0,1.0,29,10
1908,2012,20.77,88.76,0.2830395065778076,3,37420.0,126,1.0,0.0,1.0,0.0,0.0,20,9
1909,2017,24.52,88.5,-0.3443485676437629,3,37420.0,238,1.0,0.0,1.0,0.0,0.0,20,21
1910,2017,17.1,170.0,-0.5983807450880043,1,13.0,17,1.0,0.0,1.0,0.0,0.0,14,17
1911,2016,24.3,88.5,-0.048786000313672626,3,37420.0,190,1.0,0.0,1.0,0.0,0.0,20,164
1912,2014,15.96,62.1,0.634777610814735,1,18988.0,69,1.0,0.0,1.0,0.0,0.0,19,47
1913,2016,25.1,88.5,-0.048786000313672626,3,37420.0,190,1.0,0.0,1.0,0.0,0.0,20,164
1914,2013,22.07,73.9,0.6001129443842147,3,934.0,21,1.0,0.0,0.0,1.0,0.0,29,21
1915,2011,19.0,66.1,0.2642537101458881,4,37420.0,108,0.0,1.0,1.0,0.0,0.0,20,93
1916,2013,15.96,62.1,0.8403104977924613,1,18988.0,60,1.0,0.0,1.0,0.0,0.0,19,40
1917,2015,21.19,88.73,0.11665136105984716,3,16333.0,118,1.0,0.0,0.0,1.0,0.0,11,118
1918,2012,19.09,69.0,1.056852028091917,3,8074.0,78,1.0,0.0,0.0,1.0,0.0,27,54
1919,2019,16.78,190.0,-3.2638893210387905,1,956.0,54,1.0,0.0,1.0,0.0,0.0,3,54
1920,2018,25.83,99.0,-0.2998279762250005,3,3487.0,46,1.0,0.0,0.0,0.0,1.0,9,42
1921,2010,19.7,46.3,0.8429903787567732,4,37420.0,99,0.0,1.0,0.0,0.0,1.0,20,85
1922,2007,18.9,67.0,0.7389363283614654,3,37420.0,52,0.0,1.0,0.0,0.0,1.0,20,42
1923,2013,21.79,67.05,0.23834764238879833,4,37420.0,155,0.0,1.0,1.0,0.0,0.0,20,129
1924,2002,17.3,60.0,0.28191188769706566,4,37420.0,16,0.0,1.0,0.0,1.0,0.0,20,8
1925,2017,15.4,117.3,-0.5473394961823281,3,3837.0,57,0.0,1.0,1.0,0.0,0.0,10,8
1926,2012,22.07,73.9,0.7760824924626483,3,934.0,22,1.0,0.0,0.0,1.0,0.0,29,22
1927,2012,14.0,112.0,1.1301932069988316,1,18988.0,57,1.0,0.0,0.0,0.0,1.0,19,14
1928,2014,25.0,69.01,0.7897248078040783,3,8074.0,28,1.0,0.0,0.0,1.0,0.0,27,22
1929,2015,18.5,94.93,-0.10140090971882637,3,3487.0,39,0.0,1.0,0.0,1.0,0.0,9,38
1930,2009,19.7,46.3,0.7668103868266797,4,37420.0,77,0.0,1.0,0.0,1.0,0.0,20,65
1931,2017,17.8,76.8,0.6544760881576347,3,1409.0,3,0.0,1.0,1.0,0.0,0.0,4,1
1932,2013,12.99,100.6,0.4359453640418254,1,5222.0,47,1.0,0.0,1.0,0.0,0.0,28,31
1933,2012,19.4,86.8,0.16956860135399493,3,3837.0,16,0.0,1.0,1.0,0.0,0.0,10,16
1934,2018,17.4,81.86,-1.5372043794788293,3,16333.0,103,0.0,1.0,0.0,1.0,0.0,11,103
1935,2009,16.6,85.0,0.5030192753451622,3,37420.0,77,0.0,1.0,1.0,0.0,0.0,20,65
1936,2020,22.5,67.0,-3.723895946186913,4,160.0,2,0.0,1.0,1.0,0.0,0.0,6,2
1937,2017,23.08,63.1,-0.3284917371790345,3,839.0,29,1.0,0.0,0.0,1.0,0.0,25,26
1938,2007,17.2,53.5,0.8636433601751202,3,8074.0,23,1.0,0.0,0.0,0.0,1.0,27,17
1939,2019,25.17,53.3,-1.9353451170848657,4,839.0,19,0.0,1.0,1.0,0.0,0.0,25,11
1940,2015,15.96,62.1,0.47039304362559575,1,18988.0,72,1.0,0.0,1.0,0.0,0.0,19,64
1941,2013,25.8,98.6,1.3718159266642926,3,3837.0,18,1.0,0.0,0.0,0.0,1.0,10,18
1942,2018,25.32,77.0,-0.5796426694658621,3,18988.0,47,1.0,0.0,1.0,0.0,0.0,19,14
1943,2016,19.16,157.7,0.3030978747884284,1,5222.0,50,0.0,1.0,1.0,0.0,0.0,28,26
1944,2016,19.7,134.1,-0.662113837193601,1,321.0,7,1.0,0.0,0.0,1.0,0.0,21,7
1945,2013,14.09,99.6,0.305853865732903,2,3487.0,22,0.0,1.0,0.0,1.0,0.0,9,19
1946,2013,14.24,174.5,0.4359453640418254,1,5222.0,47,1.0,0.0,1.0,0.0,0.0,28,31
1947,2008,17.7,78.0,0.9802760283687828,3,3837.0,12,0.0,1.0,0.0,1.0,0.0,10,12
1948,2017,16.0,140.0,0.09031515676448819,1,18988.0,59,1.0,0.0,1.0,0.0,0.0,19,41
1949,2009,15.0,104.68,0.5030192753451622,2,37420.0,77,0.0,1.0,1.0,0.0,0.0,20,65
1950,2019,18.49,100.0,-1.4353645757429951,3,18988.0,36,1.0,0.0,1.0,0.0,0.0,19,18
1951,2016,19.08,126.2,-0.19109732370406982,2,16333.0,114,1.0,0.0,1.0,0.0,0.0,11,114
1952,2005,19.7,46.3,0.7088444678073881,4,37420.0,33,0.0,1.0,0.0,1.0,0.0,20,27
1953,2014,19.01,108.5,0.8336322441934502,3,200.0,13,1.0,0.0,0.0,1.0,0.0,23,13
1954,2011,20.0,68.0,0.7007140803694086,3,3487.0,43,1.0,0.0,0.0,0.0,1.0,9,38
1955,2019,19.0,88.76,-3.0792656731847656,3,3837.0,43,0.0,1.0,1.0,0.0,0.0,10,42
1956,2010,23.0,90.0,0.6466211011078364,3,16333.0,51,1.0,0.0,0.0,1.0,0.0,11,50
1957,2016,18.9,82.0,-0.19109732370406982,3,16333.0,114,0.0,1.0,1.0,0.0,0.0,11,114
1958,2017,19.67,126.2,-0.6060935388716245,2,16333.0,158,1.0,0.0,1.0,0.0,0.0,11,158
1959,2011,17.0,71.0,0.7249038375889177,3,8074.0,63,1.0,0.0,0.0,1.0,0.0,27,46
1960,2011,15.37,73.0,0.8260574793478236,3,37420.0,108,0.0,1.0,0.0,1.0,0.0,20,3
1961,2012,13.93,138.0,0.5459399771799548,1,8074.0,78,1.0,0.0,1.0,0.0,0.0,27,12
1962,2018,23.01,67.0,-1.3770237701573569,4,839.0,26,0.0,1.0,1.0,0.0,0.0,25,25
1963,2017,20.14,81.86,-0.6060935388716245,3,16333.0,158,0.0,1.0,1.0,0.0,0.0,11,158
1964,2012,20.0,68.0,0.7347574804582676,3,3487.0,31,1.0,0.0,1.0,0.0,0.0,9,29
1965,2019,19.56,81.8,-1.7833147227304942,3,5222.0,6,0.0,1.0,1.0,0.0,0.0,28,4
1966,2017,24.7,47.3,-0.3443485676437629,4,37420.0,238,0.0,1.0,1.0,0.0,0.0,20,212
1967,2012,21.43,87.2,1.182399666146702,3,5222.0,45,1.0,0.0,0.0,0.0,1.0,28,6
1968,2016,17.5,91.1,-0.047304311768074585,3,37420.0,190,0.0,1.0,0.0,1.0,0.0,20,19
1969,2017,24.7,47.3,-0.3443485676437629,4,37420.0,238,0.0,1.0,1.0,0.0,0.0,20,212
1970,2010,23.0,90.0,0.4848485563912074,3,16333.0,51,1.0,0.0,1.0,0.0,0.0,11,50
1971,2016,21.19,88.73,-0.19109732370406982,3,16333.0,114,1.0,0.0,1.0,0.0,0.0,11,114
1972,2011,17.8,68.0,1.0058973852967432,3,3487.0,43,1.0,0.0,0.0,1.0,0.0,9,38
1973,2016,19.09,69.01,-0.0058147542743370575,3,8074.0,27,1.0,0.0,1.0,0.0,0.0,27,23
1974,2018,27.39,74.0,-0.813361244178655,3,37420.0,221,1.0,0.0,1.0,0.0,0.0,20,206
1975,2011,21.1,73.9,0.2642537101458881,3,37420.0,108,1.0,0.0,1.0,0.0,0.0,20,93
1976,2012,15.96,62.1,1.6061946252959571,1,18988.0,57,1.0,0.0,1.0,0.0,0.0,19,27
1977,2008,17.8,75.0,0.6851242325837715,3,37420.0,50,1.0,0.0,0.0,1.0,0.0,20,36
1978,2020,21.21,81.8,-3.1088935323917477,3,37420.0,25,0.0,1.0,1.0,0.0,0.0,20,25
1979,2014,21.1,55.2,0.26740264424908206,4,16333.0,102,0.0,1.0,0.0,1.0,0.0,11,100
1980,2015,18.9,82.0,0.11076504712195363,3,16333.0,118,0.0,1.0,1.0,0.0,0.0,11,118
1981,2007,19.7,46.3,0.3514833285244843,4,37420.0,52,0.0,1.0,1.0,0.0,0.0,20,42
1982,2012,21.21,81.8,0.2830395065778076,3,37420.0,126,0.0,1.0,1.0,0.0,0.0,20,109
1983,2013,21.79,67.05,0.23834764238879833,4,37420.0,155,0.0,1.0,1.0,0.0,0.0,20,129
1984,2013,16.8,116.3,0.3071431422465014,3,3837.0,18,0.0,1.0,1.0,0.0,0.0,10,18
1985,2016,14.3,103.5,-1.7638982571581967,2,684.0,30,0.0,1.0,1.0,0.0,0.0,26,30
1986,2020,17.57,88.7,-1.3204087998692173,3,8074.0,6,0.0,1.0,1.0,0.0,0.0,27,6
1987,2018,18.9,81.86,-1.5372043794788293,3,16333.0,103,0.0,1.0,0.0,1.0,0.0,11,103
1988,2015,20.77,88.76,0.046393956925015245,3,37420.0,173,1.0,0.0,1.0,0.0,0.0,20,23
1989,2019,22.0,81.8,-2.266830475225616,3,37420.0,109,0.0,1.0,1.0,0.0,0.0,20,102
1990,2013,18.5,82.85,0.23446592924843754,3,16333.0,84,0.0,1.0,1.0,0.0,0.0,11,84
1991,2012,18.4,75.0,1.056852028091917,3,8074.0,78,1.0,0.0,0.0,1.0,0.0,27,54
1992,2011,22.9,74.0,0.2642537101458881,3,37420.0,108,1.0,0.0,1.0,0.0,0.0,20,93
1993,2012,20.0,68.0,0.7347574804582676,3,3487.0,31,1.0,0.0,1.0,0.0,0.0,9,29
1994,2013,21.79,67.05,0.23834764238879833,4,37420.0,155,0.0,1.0,1.0,0.0,0.0,20,129
1995,2008,11.57,138.1,1.0509451990778158,1,8074.0,23,1.0,0.0,0.0,1.0,0.0,27,4
1996,2013,22.9,74.0,0.23834764238879833,3,37420.0,155,1.0,0.0,1.0,0.0,0.0,20,129
1997,2019,22.37,214.56,-1.7874765089273537,1,0.0,28,0.0,1.0,1.0,0.0,0.0,17,28
1998,2015,20.85,83.14,0.046393956925015245,3,37420.0,173,0.0,1.0,1.0,0.0,0.0,20,149
1999,2011,20.0,68.0,0.3638347766399108,3,3487.0,43,1.0,0.0,1.0,0.0,0.0,9,38
2000,2015,20.0,68.05,0.47115239192022995,3,3487.0,39,1.0,0.0,1.0,0.0,0.0,9,38
2001,2011,16.0,90.0,0.5616762512470598,3,3837.0,10,0.0,1.0,0.0,1.0,0.0,10,10
2002,2016,24.3,88.5,-0.048786000313672626,3,37420.0,190,1.0,0.0,1.0,0.0,0.0,20,164
2003,2011,20.0,68.0,0.3638347766399108,3,3487.0,43,1.0,0.0,1.0,0.0,0.0,9,38
2004,2013,12.99,100.6,0.8622207221386328,1,5222.0,47,1.0,0.0,0.0,1.0,0.0,28,31
2005,2016,26.59,74.0,-0.047304311768074585,3,37420.0,190,1.0,0.0,0.0,1.0,0.0,20,164
2006,2010,19.7,46.3,0.8243571911311792,4,37420.0,99,0.0,1.0,0.0,1.0,0.0,20,85
2007,2015,19.67,126.2,0.11076504712195363,2,16333.0,118,1.0,0.0,1.0,0.0,0.0,11,118
2008,2013,16.8,116.3,0.3071431422465014,3,3837.0,18,0.0,1.0,1.0,0.0,0.0,10,18
2009,2001,16.1,37.0,-1.3581451550019366,4,37420.0,5,0.0,1.0,1.0,0.0,0.0,20,4
2010,2016,18.9,82.0,-0.19109732370406982,3,16333.0,114,0.0,1.0,1.0,0.0,0.0,11,114
2011,2015,25.2,74.0,0.046393956925015245,3,37420.0,173,1.0,0.0,1.0,0.0,0.0,20,149
2012,2013,21.1,73.9,0.23834764238879833,3,37420.0,155,1.0,0.0,1.0,0.0,0.0,20,129
2013,2018,26.59,74.0,-0.813361244178655,3,37420.0,221,1.0,0.0,1.0,0.0,0.0,20,206
2014,2019,15.0,194.4,-2.051334953189043,1,321.0,1,0.0,1.0,1.0,0.0,0.0,21,1
2015,2018,18.49,100.0,-0.5796426694658621,3,18988.0,47,1.0,0.0,1.0,0.0,0.0,19,24
2016,2012,18.5,86.8,0.16956860135399493,3,3837.0,16,0.0,1.0,1.0,0.0,0.0,10,16
2017,2018,19.87,83.14,-0.7596958723944428,3,200.0,3,1.0,0.0,1.0,0.0,0.0,23,3
2018,2014,15.3,83.83,0.7897248078040783,1,8074.0,28,1.0,0.0,0.0,1.0,0.0,27,5
2019,2016,24.3,88.5,-0.048786000313672626,3,37420.0,190,1.0,0.0,1.0,0.0,0.0,20,164
2020,2007,19.7,46.3,0.7389363283614654,4,37420.0,52,0.0,1.0,0.0,0.0,1.0,20,42
